rowid,yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_unit,datavaluetypeid,data_value_type,data_value_footnote_symbol,data_value_footnote,stratificationcategory1,stratification1,stratificationcategory2,stratification2,geolocation,classid,topicid,questionid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,data_value,data_value_alt,low_confidence_limit,high_confidence_limit
BRFSS~2017~2017~26~Q41~TCC03~AGE~OVERALL,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC03,Q41,26,AGE,AGE_OVERALL,OVERALL,OVERALL,29.3,29.3,22.7,36.9
BRFSS~2017~2017~9001~Q41~TCC03~AGE~OVERALL,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,,,,C06,TCC03,Q41,9001,AGE,5064,OVERALL,OVERALL,36.0,36.0,28.7,44.0
BRFSS~2017~2017~41~Q42~TCC04~AGE~SEX,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC04,Q42,41,AGE,65PLUS,SEX,FEMALE,48.8,48.8,37.2,60.5
BRFSS~2017~2017~9002~Q41~TCC03~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC03,Q41,9002,AGE,5064,RACE,NAA,0.0,0.0,,
BRFSS~2017~2017~9001~Q31~TCC02~AGE~SEX,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Male,,C06,TCC02,Q31,9001,AGE,5064,SEX,MALE,46.0,46.0,35.4,57.1
BRFSS~2017~2017~26~Q42~TCC04~AGE~OVERALL,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC04,Q42,26,AGE,5064,OVERALL,OVERALL,46.3,46.3,35.1,57.8
BRFSS~2017~2017~9001~Q41~TCC03~AGE~RACE,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC03,Q41,9001,AGE,65PLUS,RACE,BLK,50.1,50.1,26.4,73.8
BRFSS~2017~2017~26~Q31~TCC02~AGE~SEX,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC02,Q31,26,AGE,5064,SEX,MALE,,,,
BRFSS~2017~2017~34~Q42~TCC04~AGE~RACE,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC04,Q42,34,AGE,5064,RACE,BLK,,,,
BRFSS~2017~2017~24~Q30~TCC01~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC01,Q30,24,AGE,5064,RACE,WHT,6.4,6.4,4.6,9.0
BRFSS~2017~2017~28~Q31~TCC02~AGE~SEX,2017,2017,MS,Mississippi,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Male,"{'type': 'Point', 'coordinates': [-89.53803082499968, 32.745510099000455]}",C06,TCC02,Q31,28,AGE,AGE_OVERALL,SEX,MALE,40.4,40.4,30.7,50.9
BRFSS~2017~2017~24~Q31~TCC02~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC02,Q31,24,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2017~2017~24~Q42~TCC04~AGE~SEX,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC04,Q42,24,AGE,5064,SEX,MALE,,,,
BRFSS~2017~2017~26~Q41~TCC03~AGE~SEX,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,50-64 years,Sex,Female,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC03,Q41,26,AGE,5064,SEX,FEMALE,44.3,44.3,29.8,59.8
BRFSS~2017~2017~28~Q42~TCC04~AGE~RACE,2017,2017,MS,Mississippi,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.53803082499968, 32.745510099000455]}",C06,TCC04,Q42,28,AGE,5064,RACE,WHT,52.5,52.5,41.1,63.7
BRFSS~2017~2017~26~Q42~TCC04~AGE~SEX,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC04,Q42,26,AGE,65PLUS,SEX,MALE,26.9,26.9,16.6,40.5
BRFSS~2017~2017~9003~Q30~TCC01~AGE~SEX,2017,2017,SOU,South,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Female,,C06,TCC01,Q30,9003,AGE,5064,SEX,FEMALE,12.8,12.8,10.9,14.8
BRFSS~2017~2017~24~Q41~TCC03~AGE~SEX,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC03,Q41,24,AGE,65PLUS,SEX,FEMALE,19.6,19.6,10.7,33.4
BRFSS~2017~2017~9003~Q42~TCC04~AGE~SEX,2017,2017,SOU,South,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Sex,Female,,C06,TCC04,Q42,9003,AGE,AGE_OVERALL,SEX,FEMALE,48.2,48.2,42.5,53.9
BRFSS~2017~2017~26~Q30~TCC01~AGE~SEX,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC01,Q30,26,AGE,65PLUS,SEX,MALE,13.8,13.8,10.5,17.9
BRFSS~2017~2017~41~Q30~TCC01~AGE~SEX,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Male,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC01,Q30,41,AGE,AGE_OVERALL,SEX,MALE,12.4,12.4,10.3,14.9
BRFSS~2017~2017~24~Q42~TCC04~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC04,Q42,24,AGE,5064,RACE,NAA,,,,
BRFSS~2017~2017~26~Q41~TCC03~AGE~SEX,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Male,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC03,Q41,26,AGE,AGE_OVERALL,SEX,MALE,20.2,20.2,12.3,31.5
BRFSS~2017~2017~34~Q30~TCC01~AGE~RACE,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC01,Q30,34,AGE,5064,RACE,NAA,,,,
BRFSS~2017~2017~9001~Q31~TCC02~AGE~RACE,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9001,AGE,5064,RACE,BLK,53.8,53.8,31.3,74.8
BRFSS~2017~2017~49~Q30~TCC01~AGE~OVERALL,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC01,Q30,49,AGE,AGE_OVERALL,OVERALL,OVERALL,11.8,11.8,10.3,13.5
BRFSS~2017~2017~9002~Q42~TCC04~AGE~OVERALL,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,,,,C06,TCC04,Q42,9002,AGE,5064,OVERALL,OVERALL,46.3,46.3,35.1,57.8
BRFSS~2017~2017~9003~Q41~TCC03~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,Hispanic,,C06,TCC03,Q41,9003,AGE,AGE_OVERALL,RACE,HIS,52.6,52.6,24.1,79.5
BRFSS~2017~2017~34~Q30~TCC01~AGE~RACE,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC01,Q30,34,AGE,AGE_OVERALL,RACE,BLK,11.5,11.5,7.6,17.2
BRFSS~2017~2017~41~Q41~TCC03~AGE~SEX,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC03,Q41,41,AGE,65PLUS,SEX,MALE,20.0,20.0,11.8,31.8
