Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2019,TX,Texas,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,38.1,28.5,48.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,18.7,14.7,23.5,Age Group,65 years or older,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,RI,Rhode Island,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,58.4,48.9,67.3,Age Group,65 years or older,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,33.2,20.7,48.6,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,TX,Texas,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,52.4,44.2,60.6,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,14.4,10.9,18.7,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,UT,Utah,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.1,23.4,35.6,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2019,VA,Virginia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.7,8.3,11.3,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,38.9,35.5,42.4,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,45.4,40.6,50.3,Age Group,65 years or older,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,SC,South Carolina,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.3,8.5,14.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.3,9.4,13.5,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,39.3,30.4,49.0,Age Group,65 years or older,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,RI,Rhode Island,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,58.0,48.3,67.0,Age Group,Overall,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.0,11.5,14.6,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,48.2,36.2,60.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
